IRN,AUS,2020,171,256,0.11347517730496454,0.7013989637305699,0.2986010362694299,0.3283386267974485,0.6342029798210905,0.7126895450917798,0.2873104549082202,0.4262675870095286,0.5866547304805623,0.6376050420168066,0.36239495798319316,0.46860244551080604,0.5878012764966395,0.6385513271506236,0.36144867284937643,0.3588431123967992,0.599078333678018,0.3826839042724206,0.6173160957275794,0.2519194981342854,0.6086379839422842,0.6518017649942801,0.34819823500571984,0.5270774305895046,0.6006129740065417
RUS,AUS,2020,557,256,0.5035460992907801,0.6161290322580645,0.3838709677419354,0.3189662361987847,0.6335175359845147,0.6353761467889909,0.3646238532110091,0.3642622632386594,0.6962786470146899,0.7375186199605976,0.2624813800394022,0.502952017347763,0.6059511640144406,0.6322698322518913,0.3677301677481088,0.34567578777525143,0.6027154145427583,0.7002635046113307,0.29973649538866926,0.385518547746841,0.5887632786361573,0.7075393224440412,0.2924606775559588,0.5604469772577444,0.5979281970099756
AUS,ISR,2020,6,175,0.0,0.6146522016592214,0.3853477983407785,0.3243671504019096,0.5684275028907726,0.653719806763285,0.346280193236715,0.4123597734530336,0.6039810142371416,0.7449580251136672,0.25504197488633285,0.5158923382851661,0.606609969636288,0.5956062663397037,0.40439373366029635,0.37379088586203546,0.5900778836971367,0.5215313996973222,0.4784686003026778,0.2231680528397546,0.696754212013519,0.6291521132703534,0.3708478867296467,0.5065309426723518,0.6467116418860711
USA,JOR,2020,36,34,0.0070921985815602835,0.5587094281298298,0.4412905718701699,0.2621267168645049,0.7244607769589229,0.5606886720035091,0.4393113279964908,0.3322944784361545,0.7082012183351555,0.6870590828924161,0.31294091710758365,0.4743604807708065,0.7513168169813241,0.6393654377199396,0.36063456228006047,0.3314626779184685,0.7165096780631648,0.6312994122923951,0.368700587707605,0.3445925407914446,0.6386457976150725,0.6076659251019652,0.39233407489803485,0.45920164955251014,0.7353349021939386
RUS,GBR,2020,557,208,0.43262411347517726,0.670141020841133,0.32985897915886675,0.39661356417250526,0.6229652203369329,0.4910241009655591,0.5089758990344408,0.36927616150294057,0.6523484178308854,0.6549206349206349,0.345079365079365,0.5180210584800973,0.6432420348729749,0.36889056603773596,0.6311094339622643,0.2820398709241256,0.6335368419580297,0.6101239237926035,0.3898760762073966,0.4102690687358312,0.5778351152134187,0.5657054513678834,0.4342945486321167,0.49736458647384246,0.6605807880246278
AUS,CHN,2020,6,329,0.0,0.7226414499605988,0.277358550039401,0.4426121660762729,0.5556035285258711,0.6359371827790052,0.3640628172209947,0.4486416904773136,0.578602688426441,0.7363846643951355,0.26361533560486433,0.5633062644988692,0.5841998598329163,0.6252525051637483,0.37474749483625175,0.42818998680541087,0.5737843269781273,0.5964595797697688,0.4035404202302311,0.4190903120806697,0.5522224552788676,0.5345724137931035,0.4654275862068965,0.5001844079200453,0.6319561139157277
USA,JPN,2020,36,510,0.06382978723404255,0.6749055999999999,0.32509439999999995,0.34326248888794686,0.6664553275817485,0.6850432,0.3149568,0.42508768853705026,0.6354813471606722,0.7524761904761904,0.2475238095238095,0.5217116365171311,0.6859469148300937,0.729823396226415,0.27017660377358493,0.42183698611625364,0.6463095794397656,0.7544689655172414,0.24553103448275862,0.4524955693023235,0.6023631981993438,0.6920994994373207,0.30790050056267915,0.5351849653153817,0.7143077862932043
RUS,BEL,2020,557,55,0.11347517730496454,0.6509585652442794,0.3490414347557204,0.3537761802532471,0.6065634433106839,0.6447425149700599,0.3552574850299401,0.4006001065076254,0.5912702617311817,0.756011315417256,0.24398868458274386,0.5267476612418798,0.5769643454351617,0.8437194617755395,0.15628053822446067,0.4927377817519231,0.4408047679579115,0.6111250943871129,0.38887490561288696,0.3442917303429318,0.6653677175622635,0.5734789673226215,0.4265210326773785,0.49181024612746,0.6583628978987683
IRN,GBR,2020,171,208,0.11347517730496454,0.8085802089735709,0.19141979102642898,0.47407727303141206,0.4984675416044781,0.5655384615384615,0.4344615384615384,0.3980188344204424,0.6043681814209363,0.6606255569148052,0.33937444308519465,0.5175304484778733,0.6576289809834107,0.6333833840805195,0.3666166159194805,0.4399187339581001,0.6588164011071076,0.43930578991500957,0.5606942100849905,0.3252804884780707,0.6282242384925273,0.5522307406531798,0.4477692593468202,0.495997968558697,0.7182879752171006
USA,JPN,2020,36,510,0.06382978723404255,0.6749055999999999,0.32509439999999995,0.34326248888794686,0.6664553275817485,0.6850432,0.3149568,0.42508768853705026,0.6354813471606722,0.7524761904761904,0.2475238095238095,0.5217116365171311,0.6859469148300937,0.729823396226415,0.27017660377358493,0.42183698611625364,0.6463095794397656,0.7544689655172414,0.24553103448275862,0.4524955693023235,0.6023631981993438,0.6920994994373207,0.30790050056267915,0.5351849653153817,0.7143077862932043
