Source_country_cameo_code;Source_lat;Source_long;Targer_country_cameo_code;Target_lat;Target_long;Number_incidents
"
AGO";-12.5;18.5;ISL;65;-18;0
;;;;;;
"
AGO";-12.5;18.5;ITA;42.8333;12.8333;0
;;;;;;
"
AGO";-12.5;18.5;JAM;18.25;-77.5;0
;;;;;;
"
AGO";-12.5;18.5;JOR;31;36;0
;;;;;;
"
AGO";-12.5;18.5;KEN;1;38;0
;;;;;;
"
AGO";-12.5;18.5;KWT;29.3375;47.6581;0
;;;;;;
"
AGO";-12.5;18.5;LBN;33.8333;35.8333;0
;;;;;;
"
AGO";-12.5;18.5;LBR;6.5;-9.5;0
;;;;;;
"
AGO";-12.5;18.5;LBY;25;17;0
;;;;;;
"
AGO";-12.5;18.5;LIE;47.1667;9.5333;0
;;;;;;
"
AGO";-12.5;18.5;LTU;56;24;0
;;;;;;
"
AGO";-12.5;18.5;LUX;49.75;6.1667;0
;;;;;;
"
AGO";-12.5;18.5;LVA;57;25;0
;;;;;;
"
AGO";-12.5;18.5;MDG;-20;47;0
;;;;;;
"
AGO";-12.5;18.5;MDV;3.25;73;0
;;;;;;
"
AGO";-12.5;18.5;MLT;35.8333;14.5833;0
;;;;;;
"
AGO";-12.5;18.5;MTN;42;19;0
;;;;;;
"
AGO";-12.5;18.5;MNG;46;105;0
;;;;;;
"
AGO";-12.5;18.5;MOZ;-18.25;35;0
;;;;;;
"
AGO";-12.5;18.5;MUS;-20.2833;57.55;0
;;;;;;
"
AGO";-12.5;18.5;NAM;-22;17;0
;;;;;;
"
AGO";-12.5;18.5;NCL;-21.5;165.5;0
;;;;;;
"
AGO";-12.5;18.5;NIC;13;-85;0
;;;;;;
"
AGO";-12.5;18.5;NLD;52.5;5.75;0
;;;;;;
"
AGO";-12.5;18.5;OMN;21;57;0
;;;;;;
"
AGO";-12.5;18.5;PAN;9;-80;0
;;;;;;
"
AGO";-12.5;18.5;PHL;13;122;0
;;;;;;
"
AGO";-12.5;18.5;PNG;-6;147;0
;;;;;;
"
AGO";-12.5;18.5;PRY;-23;-58;0
;;;;;;
"
AGO";-12.5;18.5;QAT;25.5;51.25;0
;;;;;;
"
AGO";-12.5;18.5;RWA;-2;30;0
;;;;;;
"
AGO";-12.5;18.5;SEN;14;-14;0
;;;;;;
"
AGO";-12.5;18.5;SLV;13.8333;-88.9167;0
;;;;;;
"
AGO";-12.5;18.5;SRB;44;21;0
;;;;;;
"
AGO";-12.5;18.5;SVK;48.6667;19.5;0
;;;;;;
"
AGO";-12.5;18.5;SVN;46;15;0
;;;;;;
"
AGO";-12.5;18.5;TCD;15;19;0
;;;;;;
"
AGO";-12.5;18.5;TTO;11;-61;0
;;;;;;
"
AGO";-12.5;18.5;UGA;1;32;0
;;;;;;
"
AGO";-12.5;18.5;UZB;41;64;0
;;;;;;
"
AGO";-12.5;18.5;ZAF;-29;24;0
;;;;;;
"
AGO";-12.5;18.5;ZMB;-15;30;0
;;;;;;
"
AGO";-12.5;18.5;ZWE;-20;30;0
;;;;;;
"
AGO";-12.5;18.5;KOR;37;127.5;0
;;;;;;
"
AGO";-12.5;18.5;MMR;22;98;0
;;;;;;
"
AGO";-12.5;18.5;NPL;28;84;0
;;;;;;
"
AGO";-12.5;18.5;VNM;16;106;0
;;;;;;
"
AGO";-12.5;18.5;MRT;20;-12;0
;;;;;;
"
AGO";-12.5;18.5;YEM;15;48;0
;;;;;;
"
AGO";-12.5;18.5;TUN;34;9;0
;;;;;;
"
AGO";-12.5;18.5;TJK;39;71;0
;;;;;;
"
AGO";-12.5;18.5;SUR;4;-56;0
;;;;;;
"
AGO";-12.5;18.5;MAR;32;-5;0
;;;;;;
"
AGO";-12.5;18.5;SDN;15;30;0
;;;;;;
"
AGO";-12.5;18.5;MEA;35.8333;14.5833;0
;;;;;;
"
AGO";-12.5;18.5;SAS;20;77;0
;;;;;;
"
AGO";-12.5;18.5;ASM;-14.3333;-170;0
;;;;;;
"
AGO";-12.5;18.5;ATG;17.05;-61.8;0
;;;;;;
"
AGO";-12.5;18.5;BDI;-3.5;30;0
;;;;;;
"
AGO";-12.5;18.5;BEN;9.5;2.25;0
;;;;;;
"
AGO";-12.5;18.5;BFA;13;-2;0
;;;;;;
"
AGO";-12.5;18.5;BLZ;17.25;-88.75;0
;;;;;;
"
AGO";-12.5;18.5;BTN;27.5;90.5;0
;;;;;;
"
AGO";-12.5;18.5;CAF;7;21;0
;;;;;;
"
AGO";-12.5;18.5;COM;-12.1667;44.25;0
;;;;;;
"
AGO";-12.5;18.5;CZE;49.75;15.5;0
;;;;;;
"
AGO";-12.5;18.5;DJI;11.5;43;0
;;;;;;
"
AGO";-12.5;18.5;DZA;28;3;0
;;;;;;
"
AGO";-12.5;18.5;ERI;15;39;0
;;;;;;
"
AGO";-12.5;18.5;ETH;8;38;0
;;;;;;
"
AGO";-12.5;18.5;FJI;-18;175;0
;;;;;;
"
AGO";-12.5;18.5;GMB;13.4667;-16.5667;0
;;;;;;
"
AGO";-12.5;18.5;GNB;12;-15;0
;;;;;;
"
AGO";-12.5;18.5;GRD;12.1167;-61.6667;0
;;;;;;
"
AGO";-12.5;18.5;GUM;13.4667;144.7833;0
;;;;;;
"
AGO";-12.5;18.5;GUY;5;-59;0
;;;;;;
"
AGO";-12.5;18.5;HTI;19;-72.4167;0
;;;;;;
"
AGO";-12.5;18.5;KGZ;41;75;0
;;;;;;
"
AGO";-12.5;18.5;KIR;1.4167;173;0
;;;;;;
"
AGO";-12.5;18.5;KNA;17.3333;-62.75;0
;;;;;;
"
AGO";-12.5;18.5;LAO;18;105;0
;;;;;;
"
AGO";-12.5;18.5;LCA;13.8833;-61.1333;0
;;;;;;
"
AGO";-12.5;18.5;LSO;-29.5;28.5;0
;;;;;;
"
AGO";-12.5;18.5;MCO;43.7333;7.4;0
;;;;;;
"
AGO";-12.5;18.5;MDA;47;29;0
;;;;;;
"
AGO";-12.5;18.5;MHL;9;168;0
;;;;;;
"
AGO";-12.5;18.5;MNP;15.2;145.75;0
;;;;;;
"
AGO";-12.5;18.5;MWI;-13.5;34;0
;;;;;;
"
AGO";-12.5;18.5;NRU;-0.5333;166.9167;0
;;;;;;
"
AGO";-12.5;18.5;PLW;7.5;134.5;0
;;;;;;
"
AGO";-12.5;18.5;PRI;18.25;-66.5;0
;;;;;;
"
AGO";-12.5;18.5;SLB;-8;159;0
;;;;;;
"
AGO";-12.5;18.5;SLE;8.5;-11.5;0
;;;;;;
"
AGO";-12.5;18.5;SMR;43.7667;12.4167;0
;;;;;;
"
AGO";-12.5;18.5;SOM;10;49;0
;;;;;;
"
AGO";-12.5;18.5;STP;1;7;0
;;;;;;
"
AGO";-12.5;18.5;SYC;-4.5833;55.6667;0
;;;;;;
"
AGO";-12.5;18.5;SYR;35;38;0
;;;;;;
"
AGO";-12.5;18.5;TGO;8;1.1667;0
;;;;;;
"
AGO";-12.5;18.5;TKM;40;60;0
;;;;;;
"
AGO";-12.5;18.5;TMP;-8.556856;125.56031;0
;;;;;;
"
AGO";-12.5;18.5;TON;-20;-175;0
;;;;;;
"
AGO";-12.5;18.5;TUV;-8;178;0
;;;;;;
"
AGO";-12.5;18.5;VCT;13.25;-61.2;0
;;;;;;
"
AGO";-12.5;18.5;VUT;-16;167;0
;;;;;;
"
AGO";-12.5;18.5;WSM;-13.5833;-172.3333;0
;;;;;;
"
AGO";-12.5;18.5;GZS;32;35.25;0
;;;;;;
"
AGO";-12.5;18.5;BRN;4.5;114.6667;0
;;;;;;
"
ALB";41;20;CHN;35;105;0
;;;;;;
"
ALB";41;20;IRN;32;53;0
;;;;;;
"
ALB";41;20;SAU;25;45;0
;;;;;;
"
ALB";41;20;JPN;36;138;0
;;;;;;
"
ALB";41;20;RUS;60;100;0
;;;;;;
"
ALB";41;20;MLI;17;-4;0
;;;;;;
"
ALB";41;20;USA;38;-97;0
;;;;;;
"
ALB";41;20;PRK;37;127.5;0
;;;;;;
"
ALB";41;20;AUS;-27;133;0
;;;;;;
"
ALB";41;20;BGD;24;90;0
;;;;;;
"
ALB";41;20;FRA;46;2;0
;;;;;;
"
ALB";41;20;IND;20;77;0
;;;;;;
"
ALB";41;20;MEX;23;-102;0
;;;;;;
"
ALB";41;20;NER;16;8;0
;;;;;;
"
ALB";41;20;NGA;10;8;0
;;;;;;
"
ALB";41;20;NOR;62;10;0
;;;;;;
"
ALB";41;20;PER;-10;-76;0
;;;;;;
"
ALB";41;20;POL;52;20;0
;;;;;;
"
ALB";41;20;URY;-33;-56;0
;;;;;;
"
ALB";41;20;ESP;40;-4;0
;;;;;;
"
ALB";41;20;SGP;1.3667;103.8;0
;;;;;;
"
ALB";41;20;ABW;12.5;-69.9667;0
;;;;;;
"
ALB";41;20;ROM;46;25;0
;;;;;;
"
ALB";41;20;AFG;33;65;0
;;;;;;
"
ALB";41;20;DEU;51;9;0
;;;;;;
"
ALB";41;20;IRQ;33;44;0
;;;;;;
"
ALB";41;20;ISR;31.5;34.75;0
;;;;;;
"
ALB";41;20;UKR;49;32;0
;;;;;;
"
ALB";41;20;THA;15;100;0
;;;;;;
"
ALB";41;20;HKG;22.25;114.1667;0
;;;;;;
"
ALB";41;20;IDN;-5;120;0
;;;;;;
"
ALB";41;20;LKA;7;81;0
;;;;;;
"
ALB";41;20;PAK;30;70;0
;;;;;;
"
ALB";41;20;BRA;-10;-55;0
;;;;;;
"
ALB";41;20;CAN;60;-95;0
;;;;;;
"
ALB";41;20;GEO;42;43.5;0
;;;;;;
"
ALB";41;20;MYS;2.5;112.5;0
;;;;;;
"
ALB";41;20;NZL;-41;174;0
;;;;;;
"
ALB";41;20;TUR;39;35;0
;;;;;;
"
ALB";41;20;KHM;13;105;0
;;;;;;
"
ALB";41;20;CUB;21.5;-80;0
;;;;;;
"
ALB";41;20;BLR;53;28;0
;;;;;;
"
ALB";41;20;KAZ;48;68;0
;;;;;;
"
ALB";41;20;SWE;62;15;0
;;;;;;
"
ALB";41;20;COL;4;-72;0
;;;;;;
"
ALB";41;20;PRT;39.5;-8;0
;;;;;;
"
ALB";41;20;AGO;-12.5;18.5;0
;;;;;;
"
ALB";41;20;ALB;41;20;0
;;;;;;
"
ALB";41;20;AND;42.5;1.5;0
;;;;;;
"
ALB";41;20;ARE;24;54;0
;;;;;;
"
ALB";41;20;ARG;-34;-64;0
;;;;;;
"
ALB";41;20;ARM;40;45;0
;;;;;;
"
ALB";41;20;AUT;47.3333;13.3333;0
;;;;;;
"
ALB";41;20;AZE;40.5;47.5;0
;;;;;;
"
ALB";41;20;BEL;50.8333;4;0
;;;;;;
"
ALB";41;20;BGR;43;25;0
;;;;;;
"
ALB";41;20;BHR;26;50.55;0
;;;;;;
"
ALB";41;20;BHS;24.25;-76;0
;;;;;;
"
ALB";41;20;BIH;44;18;0
;;;;;;
"
ALB";41;20;BMU;32.3333;-64.75;0
;;;;;;
"
ALB";41;20;BRB;13.1667;-59.5333;0
;;;;;;
"
ALB";41;20;BWA;-22;24;0
;;;;;;
"
ALB";41;20;CHE;47;8;0
;;;;;;
"
ALB";41;20;CHL;-30;-71;0
;;;;;;
"
ALB";41;20;CMR;6;12;0
;;;;;;
"
ALB";41;20;COD;-1;15;0
;;;;;;
"
ALB";41;20;CRI;10;-84;0
;;;;;;
"
ALB";41;20;CYM;19.5;-80.5;0
;;;;;;
"
ALB";41;20;CYP;35;33;0
;;;;;;
"
ALB";41;20;DMA;15.4167;-61.3333;0
;;;;;;
"
ALB";41;20;DNK;56;10;0
;;;;;;
"
ALB";41;20;DOM;19;-70.6667;0
;;;;;;
"
ALB";41;20;ECU;-2;-77.5;0
;;;;;;
"
ALB";41;20;EGY;27;30;0
;;;;;;
"
ALB";41;20;EST;59;26;0
;;;;;;
"
ALB";41;20;FIN;64;26;0
;;;;;;
"
ALB";41;20;GAB;-1;11.75;0
;;;;;;
"
ALB";41;20;GBR;54;-2;0
;;;;;;
"
ALB";41;20;GHA;8;-2;0
;;;;;;
"
ALB";41;20;GIB;36.1833;-5.3667;0
;;;;;;
"
ALB";41;20;GIN;11;-10;0
;;;;;;
"
ALB";41;20;GNQ;2;10;0
;;;;;;
"
ALB";41;20;GRC;39;22;0
;;;;;;
"
ALB";41;20;GTM;15.5;-90.25;0
;;;;;;
"
ALB";41;20;HND;15;-86.5;0
;;;;;;
"
ALB";41;20;HRV;45.1667;15.5;0
;;;;;;
"
ALB";41;20;HUN;47;20;0
;;;;;;
"
ALB";41;20;IMY;54.085117;-4.635865;0
;;;;;;
"
ALB";41;20;IRL;53;-8;0
;;;;;;
"
ALB";41;20;ISL;65;-18;0
;;;;;;
"
ALB";41;20;ITA;42.8333;12.8333;0
;;;;;;
"
ALB";41;20;JAM;18.25;-77.5;0
;;;;;;
"
ALB";41;20;JOR;31;36;0
;;;;;;
"
ALB";41;20;KEN;1;38;0
;;;;;;
"
ALB";41;20;KWT;29.3375;47.6581;0
;;;;;;
"
ALB";41;20;LBN;33.8333;35.8333;0
;;;;;;
"
ALB";41;20;LBR;6.5;-9.5;0
;;;;;;
"
ALB";41;20;LBY;25;17;0
;;;;;;
"
ALB";41;20;LIE;47.1667;9.5333;0
;;;;;;
"
ALB";41;20;LTU;56;24;0
;;;;;;
"
ALB";41;20;LUX;49.75;6.1667;0
;;;;;;
"
ALB";41;20;LVA;57;25;0
;;;;;;
"
ALB";41;20;MDG;-20;47;0
;;;;;;
"
ALB";41;20;MDV;3.25;73;0
;;;;;;
"
ALB";41;20;MLT;35.8333;14.5833;0
;;;;;;
"
ALB";41;20;MTN;42;19;0
;;;;;;
"
ALB";41;20;MNG;46;105;0
;;;;;;
"
ALB";41;20;MOZ;-18.25;35;0
;;;;;;
"
ALB";41;20;MUS;-20.2833;57.55;0
;;;;;;
"
ALB";41;20;NAM;-22;17;0
;;;;;;
"
ALB";41;20;NCL;-21.5;165.5;0
;;;;;;
"
ALB";41;20;NIC;13;-85;0
;;;;;;
"
ALB";41;20;NLD;52.5;5.75;0
;;;;;;
"
ALB";41;20;OMN;21;57;0
;;;;;;
"
ALB";41;20;PAN;9;-80;0
;;;;;;
"
ALB";41;20;PHL;13;122;0
;;;;;;
"
ALB";41;20;PNG;-6;147;0
;;;;;;
"
ALB";41;20;PRY;-23;-58;0
;;;;;;
"
ALB";41;20;QAT;25.5;51.25;0
;;;;;;
"
ALB";41;20;RWA;-2;30;0
;;;;;;
"
ALB";41;20;SEN;14;-14;0
;;;;;;
"
ALB";41;20;SLV;13.8333;-88.9167;0
;;;;;;
"
ALB";41;20;SRB;44;21;0
;;;;;;
"
ALB";41;20;SVK;48.6667;19.5;0
;;;;;;
"
ALB";41;20;SVN;46;15;0
;;;;;;
"
ALB";41;20;TCD;15;19;0
;;;;;;
"
ALB";41;20;TTO;11;-61;0
;;;;;;
"
ALB";41;20;UGA;1;32;0
;;;;;;
"
ALB";41;20;UZB;41;64;0
;;;;;;
"
ALB";41;20;ZAF;-29;24;0
;;;;;;
"
ALB";41;20;ZMB;-15;30;0
;;;;;;
"
ALB";41;20;ZWE;-20;30;0
;;;;;;
"
ALB";41;20;KOR;37;127.5;0
;;;;;;
"
ALB";41;20;MMR;22;98;0
;;;;;;
"
ALB";41;20;NPL;28;84;0
;;;;;;
"
ALB";41;20;VNM;16;106;0
;;;;;;
"
ALB";41;20;MRT;20;-12;0
;;;;;;
"
ALB";41;20;YEM;15;48;0
;;;;;;
"
ALB";41;20;TUN;34;9;0
;;;;;;
"
ALB";41;20;TJK;39;71;0
;;;;;;
"
ALB";41;20;SUR;4;-56;0
;;;;;;
"
ALB";41;20;MAR;32;-5;0
;;;;;;
"
ALB";41;20;SDN;15;30;0
;;;;;;
"
ALB";41;20;MEA;35.8333;14.5833;0
;;;;;;
"
ALB";41;20;SAS;20;77;0
;;;;;;
"
ALB";41;20;ASM;-14.3333;-170;0
;;;;;;
"
ALB";41;20;ATG;17.05;-61.8;0
;;;;;;
"
ALB";41;20;BDI;-3.5;30;0
;;;;;;
"
ALB";41;20;BEN;9.5;2.25;0
;;;;;;
"
ALB";41;20;BFA;13;-2;0
;;;;;;
"
ALB";41;20;BLZ;17.25;-88.75;0
;;;;;;
"
ALB";41;20;BTN;27.5;90.5;0
;;;;;;
"
ALB";41;20;CAF;7;21;0
;;;;;;
"
ALB";41;20;COM;-12.1667;44.25;0
;;;;;;
"
ALB";41;20;CZE;49.75;15.5;0
;;;;;;
"
ALB";41;20;DJI;11.5;43;0
;;;;;;
"
ALB";41;20;DZA;28;3;0
;;;;;;
"
ALB";41;20;ERI;15;39;0
;;;;;;
"
ALB";41;20;ETH;8;38;0
;;;;;;
"
ALB";41;20;FJI;-18;175;0
;;;;;;
"
ALB";41;20;GMB;13.4667;-16.5667;0
;;;;;;
"
ALB";41;20;GNB;12;-15;0
;;;;;;
"
ALB";41;20;GRD;12.1167;-61.6667;0
;;;;;;
"
ALB";41;20;GUM;13.4667;144.7833;0
;;;;;;
"
ALB";41;20;GUY;5;-59;0
;;;;;;
"
ALB";41;20;HTI;19;-72.4167;0
;;;;;;
"
ALB";41;20;KGZ;41;75;0
;;;;;;
"
ALB";41;20;KIR;1.4167;173;0
;;;;;;
"
ALB";41;20;KNA;17.3333;-62.75;0
;;;;;;
"
ALB";41;20;LAO;18;105;0
;;;;;;
"
ALB";41;20;LCA;13.8833;-61.1333;0
;;;;;;
"
ALB";41;20;LSO;-29.5;28.5;0
;;;;;;
"
ALB";41;20;MCO;43.7333;7.4;0
;;;;;;
"
ALB";41;20;MDA;47;29;0
;;;;;;
"
ALB";41;20;MHL;9;168;0
;;;;;;
"
ALB";41;20;MNP;15.2;145.75;0
;;;;;;
"
ALB";41;20;MWI;-13.5;34;0
;;;;;;
"
ALB";41;20;NRU;-0.5333;166.9167;0
;;;;;;
"
ALB";41;20;PLW;7.5;134.5;0
;;;;;;
"
ALB";41;20;PRI;18.25;-66.5;0
;;;;;;
"
ALB";41;20;SLB;-8;159;0
;;;;;;
"
ALB";41;20;SLE;8.5;-11.5;0
;;;;;;
"
ALB";41;20;SMR;43.7667;12.4167;0
;;;;;;
"
ALB";41;20;SOM;10;49;0
;;;;;;
"
ALB";41;20;STP;1;7;0
;;;;;;
"
ALB";41;20;SYC;-4.5833;55.6667;0
;;;;;;
"
ALB";41;20;SYR;35;38;0
;;;;;;
"
ALB";41;20;TGO;8;1.1667;0
;;;;;;
"
ALB";41;20;TKM;40;60;0
;;;;;;
"
ALB";41;20;TMP;-8.556856;125.56031;0
;;;;;;
"
ALB";41;20;TON;-20;-175;0
;;;;;;
"
ALB";41;20;TUV;-8;178;0
;;;;;;
"
ALB";41;20;VCT;13.25;-61.2;0
;;;;;;
"
ALB";41;20;VUT;-16;167;0
;;;;;;
"
ALB";41;20;WSM;-13.5833;-172.3333;0
;;;;;;
"
ALB";41;20;GZS;32;35.25;0
;;;;;;
"
ALB";41;20;BRN;4.5;114.6667;0
;;;;;;
"
AND";42.5;1.5;CHN;35;105;0
;;;;;;
"
AND";42.5;1.5;IRN;32;53;0
;;;;;;
"
AND";42.5;1.5;SAU;25;45;0
;;;;;;
"
AND";42.5;1.5;JPN;36;138;0
;;;;;;
"
AND";42.5;1.5;RUS;60;100;0
;;;;;;
"
AND";42.5;1.5;MLI;17;-4;0
;;;;;;
"
AND";42.5;1.5;USA;38;-97;0
;;;;;;
"
AND";42.5;1.5;PRK;37;127.5;0
;;;;;;
"
AND";42.5;1.5;AUS;-27;133;0
;;;;;;
"
AND";42.5;1.5;BGD;24;90;0
;;;;;;
"
AND";42.5;1.5;FRA;46;2;0
;;;;;;
"
AND";42.5;1.5;IND;20;77;0
;;;;;;
"
AND";42.5;1.5;MEX;23;-102;0
;;;;;;
"
AND";42.5;1.5;NER;16;8;0
;;;;;;
"
AND";42.5;1.5;NGA;10;8;0
;;;;;;
"
AND";42.5;1.5;NOR;62;10;0
;;;;;;
"
AND";42.5;1.5;PER;-10;-76;0
;;;;;;
"
AND";42.5;1.5;POL;52;20;0
;;;;;;
"
AND";42.5;1.5;URY;-33;-56;0
;;;;;;
"
AND";42.5;1.5;ESP;40;-4;0
;;;;;;
"
AND";42.5;1.5;SGP;1.3667;103.8;0
;;;;;;
"
AND";42.5;1.5;ABW;12.5;-69.9667;0
;;;;;;
"
AND";42.5;1.5;ROM;46;25;0
;;;;;;
"
AND";42.5;1.5;AFG;33;65;0
;;;;;;
"
AND";42.5;1.5;DEU;51;9;0
;;;;;;
"
AND";42.5;1.5;IRQ;33;44;0
;;;;;;
"
AND";42.5;1.5;ISR;31.5;34.75;0
;;;;;;
"
AND";42.5;1.5;UKR;49;32;0
;;;;;;
"
AND";42.5;1.5;THA;15;100;0
;;;;;;
"
AND";42.5;1.5;HKG;22.25;114.1667;0
;;;;;;
"
AND";42.5;1.5;IDN;-5;120;0
;;;;;;
"
AND";42.5;1.5;LKA;7;81;0
;;;;;;
"
AND";42.5;1.5;PAK;30;70;0
;;;;;;
"
AND";42.5;1.5;BRA;-10;-55;0
;;;;;;
"
AND";42.5;1.5;CAN;60;-95;0
;;;;;;
"
AND";42.5;1.5;GEO;42;43.5;0
;;;;;;
"
AND";42.5;1.5;MYS;2.5;112.5;0
;;;;;;
"
AND";42.5;1.5;NZL;-41;174;0
;;;;;;
"
AND";42.5;1.5;TUR;39;35;0
;;;;;;
"
AND";42.5;1.5;KHM;13;105;0
;;;;;;
"
AND";42.5;1.5;CUB;21.5;-80;0
;;;;;;
"
AND";42.5;1.5;BLR;53;28;0
;;;;;;
"
AND";42.5;1.5;KAZ;48;68;0
;;;;;;
"
AND";42.5;1.5;SWE;62;15;0
;;;;;;
"
AND";42.5;1.5;COL;4;-72;0
;;;;;;
"
AND";42.5;1.5;PRT;39.5;-8;0
;;;;;;
"
AND";42.5;1.5;AGO;-12.5;18.5;0
;;;;;;
"
AND";42.5;1.5;ALB;41;20;0
;;;;;;
"
AND";42.5;1.5;AND;42.5;1.5;0
;;;;;;
"
AND";42.5;1.5;ARE;24;54;0
;;;;;;
"
AND";42.5;1.5;ARG;-34;-64;0
;;;;;;
"
AND";42.5;1.5;ARM;40;45;0
;;;;;;
"
AND";42.5;1.5;AUT;47.3333;13.3333;0
;;;;;;
"
AND";42.5;1.5;AZE;40.5;47.5;0
;;;;;;
"
AND";42.5;1.5;BEL;50.8333;4;0
;;;;;;
"
AND";42.5;1.5;BGR;43;25;0
;;;;;;
"
AND";42.5;1.5;BHR;26;50.55;0
;;;;;;
"
AND";42.5;1.5;BHS;24.25;-76;0
;;;;;;
"
AND";42.5;1.5;BIH;44;18;0
;;;;;;
"
AND";42.5;1.5;BMU;32.3333;-64.75;0
;;;;;;
"
AND";42.5;1.5;BRB;13.1667;-59.5333;0
;;;;;;
"
AND";42.5;1.5;BWA;-22;24;0
;;;;;;
"
AND";42.5;1.5;CHE;47;8;0
;;;;;;
"
AND";42.5;1.5;CHL;-30;-71;0
;;;;;;
"
AND";42.5;1.5;CMR;6;12;0
;;;;;;
"
AND";42.5;1.5;COD;-1;15;0
;;;;;;
"
AND";42.5;1.5;CRI;10;-84;0
;;;;;;
"
AND";42.5;1.5;CYM;19.5;-80.5;0
;;;;;;
"
AND";42.5;1.5;CYP;35;33;0
;;;;;;
"
AND";42.5;1.5;DMA;15.4167;-61.3333;0
;;;;;;
"
AND";42.5;1.5;DNK;56;10;0
;;;;;;
"
AND";42.5;1.5;DOM;19;-70.6667;0
;;;;;;
"
AND";42.5;1.5;ECU;-2;-77.5;0
;;;;;;
"
AND";42.5;1.5;EGY;27;30;0
;;;;;;
"
AND";42.5;1.5;EST;59;26;0
;;;;;;
"
AND";42.5;1.5;FIN;64;26;0
;;;;;;
"
AND";42.5;1.5;GAB;-1;11.75;0
;;;;;;
"
AND";42.5;1.5;GBR;54;-2;0
;;;;;;
"
AND";42.5;1.5;GHA;8;-2;0
;;;;;;
"
AND";42.5;1.5;GIB;36.1833;-5.3667;0
;;;;;;
"
AND";42.5;1.5;GIN;11;-10;0
;;;;;;
"
AND";42.5;1.5;GNQ;2;10;0
;;;;;;
"
AND";42.5;1.5;GRC;39;22;0
;;;;;;
"
AND";42.5;1.5;GTM;15.5;-90.25;0
;;;;;;
"
AND";42.5;1.5;HND;15;-86.5;0
;;;;;;
"
AND";42.5;1.5;HRV;45.1667;15.5;0
;;;;;;
"
AND";42.5;1.5;HUN;47;20;0
;;;;;;
"
AND";42.5;1.5;IMY;54.085117;-4.635865;0
;;;;;;
"
AND";42.5;1.5;IRL;53;-8;0
;;;;;;
"
AND";42.5;1.5;ISL;65;-18;0
;;;;;;
"
AND";42.5;1.5;ITA;42.8333;12.8333;0
;;;;;;
"
AND";42.5;1.5;JAM;18.25;-77.5;0
;;;;;;
"
AND";42.5;1.5;JOR;31;36;0
;;;;;;
"
AND";42.5;1.5;KEN;1;38;0
;;;;;;
"
AND";42.5;1.5;KWT;29.3375;47.6581;0
;;;;;;
"
AND";42.5;1.5;LBN;33.8333;35.8333;0
;;;;;;
"
AND";42.5;1.5;LBR;6.5;-9.5;0
;;;;;;
"
AND";42.5;1.5;LBY;25;17;0
;;;;;;
"
AND";42.5;1.5;LIE;47.1667;9.5333;0
;;;;;;
"
AND";42.5;1.5;LTU;56;24;0
;;;;;;
"
AND";42.5;1.5;LUX;49.75;6.1667;0
;;;;;;
"
AND";42.5;1.5;LVA;57;25;0
;;;;;;
"
AND";42.5;1.5;MDG;-20;47;0
;;;;;;
"
AND";42.5;1.5;MDV;3.25;73;0
;;;;;;
"
AND";42.5;1.5;MLT;35.8333;14.5833;0
;;;;;;
"
AND";42.5;1.5;MTN;42;19;0
;;;;;;
"
AND";42.5;1.5;MNG;46;105;0
;;;;;;
"
AND";42.5;1.5;MOZ;-18.25;35;0
;;;;;;
"
AND";42.5;1.5;MUS;-20.2833;57.55;0
;;;;;;
"
AND";42.5;1.5;NAM;-22;17;0
;;;;;;
"
AND";42.5;1.5;NCL;-21.5;165.5;0
;;;;;;
"
AND";42.5;1.5;NIC;13;-85;0
;;;;;;
"
AND";42.5;1.5;NLD;52.5;5.75;0
;;;;;;
"
AND";42.5;1.5;OMN;21;57;0
;;;;;;
"
AND";42.5;1.5;PAN;9;-80;0
;;;;;;
"
AND";42.5;1.5;PHL;13;122;0
;;;;;;
"
AND";42.5;1.5;PNG;-6;147;0
;;;;;;
"
AND";42.5;1.5;PRY;-23;-58;0
;;;;;;
"
AND";42.5;1.5;QAT;25.5;51.25;0
;;;;;;
"
AND";42.5;1.5;RWA;-2;30;0
;;;;;;
"
AND";42.5;1.5;SEN;14;-14;0
;;;;;;
"
AND";42.5;1.5;SLV;13.8333;-88.9167;0
;;;;;;
"
AND";42.5;1.5;SRB;44;21;0
;;;;;;
"
AND";42.5;1.5;SVK;48.6667;19.5;0
;;;;;;
"
AND";42.5;1.5;SVN;46;15;0
;;;;;;
"
AND";42.5;1.5;TCD;15;19;0
;;;;;;
"
AND";42.5;1.5;TTO;11;-61;0
;;;;;;
"
AND";42.5;1.5;UGA;1;32;0
;;;;;;
"
AND";42.5;1.5;UZB;41;64;0
;;;;;;
"
AND";42.5;1.5;ZAF;-29;24;0
;;;;;;
"
AND";42.5;1.5;ZMB;-15;30;0
;;;;;;
"
AND";42.5;1.5;ZWE;-20;30;0
;;;;;;
"
AND";42.5;1.5;KOR;37;127.5;0
;;;;;;
"
AND";42.5;1.5;MMR;22;98;0
;;;;;;
"
AND";42.5;1.5;NPL;28;84;0
;;;;;;
"
AND";42.5;1.5;VNM;16;106;0
;;;;;;
"
AND";42.5;1.5;MRT;20;-12;0
;;;;;;
"
AND";42.5;1.5;YEM;15;48;0
;;;;;;
"
AND";42.5;1.5;TUN;34;9;0
;;;;;;
"
AND";42.5;1.5;TJK;39;71;0
;;;;;;
"
AND";42.5;1.5;SUR;4;-56;0
;;;;;;
