country1_code,latitude_1,longitude_1,country2_code,latitude_2,longitude_2,incident_year,incidents_in_year,prediction,prediction_error
VNM,16.0000,106.0000,PHL,13.0000,122.0000,2020,2,2.55976785634525,0.5597678563452502
VNM,16.0000,106.0000,THA,15.0000,100.0000,2020,2,3.5650920722738526,1.5650920722738526
USA,38.0000,-97.0000,BEL,50.8333,4.0000,2018,1,2.6211967122222153,1.6211967122222153
AFG,33.0000,65.0000,LBN,33.8333,35.8333,2018,1,1.3323850794294678,0.3323850794294678
RUS,60.0000,100.0000,NOR,62.0000,10.0000,2017,2,3.91100731837755,1.9110073183775498
BEL,50.8333,4.0000,RWA,-2.0000,30.0000,2016,1,0.9152448174037744,0.08475518259622561
BEL,50.8333,4.0000,CHN,35.0000,105.0000,2016,1,0.8193977187681067,0.18060228123189326
USA,38.0000,-97.0000,EGY,27.0000,30.0000,2013,1,1.014855907761616,0.014855907761615939
AFG,33.0000,65.0000,MYS,2.5000,112.5000,2018,1,2.1185220772489712,1.1185220772489712
VNM,16.0000,106.0000,CHN,35.0000,105.0000,2019,3,1.74671759666579,1.25328240333421
VNM,16.0000,106.0000,DEU,51.0000,9.0000,2019,2,1.7104437027484058,0.28955629725159415
VNM,16.0000,106.0000,ESP,40.0000,-4.0000,2019,2,1.5226045146579477,0.47739548534205234
VNM,16.0000,106.0000,FRA,46.0000,2.0000,2019,2,2.7155520882919055,0.7155520882919055
CHN,35.0000,105.0000,IND,20.0000,77.0000,2016,11,8.895954013159336,2.1040459868406636
VNM,16.0000,106.0000,GBR,54.0000,-2.0000,2019,2,1.0243884918000647,0.9756115081999353
VNM,16.0000,106.0000,ITA,42.8333,12.8333,2019,2,0.911812542742549,1.088187457257451
RUS,60.0000,100.0000,MYS,2.5000,112.5000,2018,3,5.727670615999884,2.727670615999884
SAS,20.0000,77.0000,CHN,35.0000,105.0000,2019,1,2.331268400734636,1.3312684007346358
BRA,-10.0000,-55.0000,ARE,24.0000,54.0000,2016,1,0.8443292445327746,0.15567075546722542
CHN,35.0000,105.0000,BLR,53.0000,28.0000,2013,2,1.306205045122053,0.693794954877947
RUS,60.0000,100.0000,DEU,51.0000,9.0000,2018,12,10.74967477490018,1.2503252250998198
SAS,20.0000,77.0000,IND,20.0000,77.0000,2019,1,2.023093032085569,1.0230930320855691
PAK,30.0000,70.0000,GBR,54.0000,-2.0000,2018,2,1.447754044351262,0.552245955648738
CHN,35.0000,105.0000,GBR,54.0000,-2.0000,2017,3,3.4713085232895597,0.47130852328955974
RUS,60.0000,100.0000,DNK,56.0000,10.0000,2018,2,1.179955256248606,0.820044743751394
SAS,20.0000,77.0000,PAK,30.0000,70.0000,2019,1,2.811914251269272,1.8119142512692719
SAS,20.0000,77.0000,SAU,25.0000,45.0000,2019,1,1.3850985141410828,0.38509851414108276
SAS,20.0000,77.0000,USA,38.0000,-97.0000,2019,1,0.9528519372649367,0.047148062735063334
RUS,60.0000,100.0000,PAK,30.0000,70.0000,2015,2,1.1158329603273112,0.8841670396726888
UKR,49.0000,32.0000,AUS,-27.0000,133.0000,2020,1,2.705056136883673,1.7050561368836732
UKR,49.0000,32.0000,DEU,51.0000,9.0000,2020,1,1.407195494850626,0.407195494850626
UKR,49.0000,32.0000,ESP,40.0000,-4.0000,2020,1,1.3577290199009342,0.3577290199009342
UKR,49.0000,32.0000,EST,59.0000,26.0000,2020,1,1.6191441684915917,0.6191441684915917
UKR,49.0000,32.0000,FRA,46.0000,2.0000,2020,1,1.1096067631903992,0.10960676319039919
UKR,49.0000,32.0000,GBR,54.0000,-2.0000,2020,1,2.0402609261291422,1.0402609261291422
UKR,49.0000,32.0000,IND,20.0000,77.0000,2020,1,0.39882241956704956,0.6011775804329504
UKR,49.0000,32.0000,ISR,31.5000,34.7500,2020,1,1.5694598873025472,0.5694598873025472
UKR,49.0000,32.0000,ITA,42.8333,12.8333,2020,1,2.2043752130862204,1.2043752130862204
UKR,49.0000,32.0000,JPN,36.0000,138.0000,2020,1,1.1515075821359568,0.15150758213595683
UKR,49.0000,32.0000,USA,38.0000,-97.0000,2020,1,2.3782404785305116,1.3782404785305116
IRN,32.0000,53.0000,JPN,36.0000,138.0000,2020,4,8.590683099004785,4.590683099004785
BEL,50.8333,4.0000,SWE,62.0000,15.0000,2016,1,0.7625357664295249,0.23746423357047508
VNM,16.0000,106.0000,KHM,13.0000,105.0000,2017,2,2.5399416450364534,0.5399416450364534
USA,38.0000,-97.0000,IND,20.0000,77.0000,2014,1,1.3825241804255892,0.3825241804255892
CHN,35.0000,105.0000,ISR,31.5000,34.7500,2017,1,1.787997560061898,0.787997560061898
CHN,35.0000,105.0000,BLR,53.0000,28.0000,2020,2,2.483900624168375,0.483900624168375
CHN,35.0000,105.0000,BRA,-10.0000,-55.0000,2020,2,2.628618001726152,0.628618001726152
CHN,35.0000,105.0000,DEU,51.0000,9.0000,2020,8,9.511552337559332,1.5115523375593316
CHN,35.0000,105.0000,IND,20.0000,77.0000,2020,10,8.108875692470868,1.8911243075291324
CHN,35.0000,105.0000,JPN,36.0000,138.0000,2020,15,18.8479164676482,3.8479164676482007
CHN,35.0000,105.0000,MLI,17.0000,-4.0000,2020,8,8.018030206626463,0.01803020662646304
CHN,35.0000,105.0000,MNG,46.0000,105.0000,2020,7,7.077167442636872,0.07716744263687225
CHN,35.0000,105.0000,NLD,52.5000,5.7500,2020,2,3.073793041128232,1.0737930411282322
CHN,35.0000,105.0000,ITA,42.8333,12.8333,2017,2,4.147038744571996,2.1470387445719963
CHN,35.0000,105.0000,USA,38.0000,-97.0000,2020,13,14.10872275094993,1.10872275094993
USA,38.0000,-97.0000,FRA,46.0000,2.0000,2018,2,1.3040265293070137,0.6959734706929863
IND,20.0000,77.0000,USA,38.0000,-97.0000,2018,2,1.3551240867442402,0.6448759132557598
RUS,60.0000,100.0000,MLI,17.0000,-4.0000,2020,11,13.652691875874275,2.6526918758742752
BRA,-10.0000,-55.0000,FRA,46.0000,2.0000,2016,1,0.8877901452449084,0.1122098547550916
AFG,33.0000,65.0000,PAK,30.0000,70.0000,2018,1,1.82573489743515,0.8257348974351499
AFG,33.0000,65.0000,IND,20.0000,77.0000,2020,2,2.011413908711127,0.011413908711126908
AFG,33.0000,65.0000,PAK,30.0000,70.0000,2020,3,2.3384257273161877,0.6615742726838123
CHN,35.0000,105.0000,AUS,-27.0000,133.0000,2020,13,8.690948276965324,4.309051723034676
CHN,35.0000,105.0000,DEU,51.0000,9.0000,2020,8,9.511552337559332,1.5115523375593316
CHN,35.0000,105.0000,ESP,40.0000,-4.0000,2020,6,5.828425970529216,0.1715740294707837
CHN,35.0000,105.0000,EST,59.0000,26.0000,2020,3,4.05964893371061,1.0596489337106103
CHN,35.0000,105.0000,FRA,46.0000,2.0000,2020,10,9.113484677057635,0.8865153229423655
CHN,35.0000,105.0000,GBR,54.0000,-2.0000,2020,9,6.765830200594168,2.234169799405832
CHN,35.0000,105.0000,IND,20.0000,77.0000,2020,10,8.108875692470868,1.8911243075291324
CHN,35.0000,105.0000,ISR,31.5000,34.7500,2020,3,4.061197767459408,1.061197767459408
ARE,24.0000,54.0000,BHR,26.0000,50.5500,2016,1,0.9185491734514608,0.08145082654853919
CHN,35.0000,105.0000,ITA,42.8333,12.8333,2020,8,7.782069401991485,0.21793059800851466
CHN,35.0000,105.0000,JPN,36.0000,138.0000,2020,15,18.8479164676482,3.8479164676482007
CHN,35.0000,105.0000,USA,38.0000,-97.0000,2020,13,14.10872275094993,1.10872275094993
PAK,30.0000,70.0000,IND,20.0000,77.0000,2018,2,2.2356336238434356,0.23563362384343556
AFG,33.0000,65.0000,PHL,13.0000,122.0000,2018,1,1.9311776565849366,0.9311776565849366
CHN,35.0000,105.0000,CAN,60.0000,-95.0000,2012,1,3.013886115075892,2.013886115075892
PAK,30.0000,70.0000,JPN,36.0000,138.0000,2018,2,1.760821888321729,0.23917811167827097
AFG,33.0000,65.0000,TUR,39.0000,35.0000,2018,1,1.4069413746981727,0.4069413746981727
BEL,50.8333,4.0000,USA,38.0000,-97.0000,2016,1,0.8681100755255944,0.13188992447440562
SAS,20.0000,77.0000,GBR,54.0000,-2.0000,2016,1,0.9949215799683833,0.005078420031616737
USA,38.0000,-97.0000,EST,59.0000,26.0000,2018,1,1.145040265901291,0.14504026590129104
UKR,49.0000,32.0000,RUS,60.0000,100.0000,2020,1,3.24235288729135,2.24235288729135
RUS,60.0000,100.0000,CHN,35.0000,105.0000,2020,6,6.77867409798369,0.7786740979836901
RUS,60.0000,100.0000,NPL,28.0000,84.0000,2020,1,2.1974586678523518,1.1974586678523518
RUS,60.0000,100.0000,PHL,13.0000,122.0000,2020,4,4.279077355380554,0.27907735538055434
USA,38.0000,-97.0000,BRA,-10.0000,-55.0000,2018,2,1.2610057880241072,0.7389942119758928
CHN,35.0000,105.0000,TUR,39.0000,35.0000,2011,1,1.6766587985567671,0.6766587985567671
RUS,60.0000,100.0000,SDN,15.0000,30.0000,2017,2,3.6144505126510147,1.6144505126510147
CHN,35.0000,105.0000,BRA,-10.0000,-55.0000,2013,2,1.3769532188841058,0.6230467811158942
USA,38.0000,-97.0000,ISR,31.5000,34.7500,2013,1,1.3825241804255892,0.3825241804255892
CHN,35.0000,105.0000,JPN,36.0000,138.0000,2007,1,10.647764651557718,9.647764651557718
BRA,-10.0000,-55.0000,IND,20.0000,77.0000,2016,1,1.00278954677393,0.002789546773930063
RUS,60.0000,100.0000,GBR,54.0000,-2.0000,2020,20,15.4047889764384,4.5952110235616
RUS,60.0000,100.0000,MLI,17.0000,-4.0000,2020,11,13.652691875874275,2.6526918758742752
UKR,49.0000,32.0000,CAN,60.0000,-95.0000,2020,1,1.723989620591622,0.7239896205916221
CHN,35.0000,105.0000,JPN,36.0000,138.0000,2020,15,18.8479164676482,3.8479164676482007
GEO,42.0000,43.5000,USA,38.0000,-97.0000,2019,1,1.0922789975041605,0.09227899750416046
CHN,35.0000,105.0000,AUS,-27.0000,133.0000,2020,13,8.690948276965324,4.309051723034676
CHN,35.0000,105.0000,IND,20.0000,77.0000,2020,10,8.108875692470868,1.8911243075291324
CHN,35.0000,105.0000,MLI,17.0000,-4.0000,2020,8,8.018030206626463,0.01803020662646304
CHN,35.0000,105.0000,NZL,-41.0000,174.0000,2020,4,3.628810655846599,0.3711893441534011
ARE,24.0000,54.0000,CAN,60.0000,-95.0000,2016,1,0.8798710479350405,0.12012895206495955
GEO,42.0000,43.5000,USA,38.0000,-97.0000,2013,1,1.161923216827205,0.1619232168272049
BLR,53.0000,28.0000,CHN,35.0000,105.0000,2017,1,1.175226188607593,0.17522618860759298
VNM,16.0000,106.0000,AFG,33.0000,65.0000,2017,1,2.6460044556413935,1.6460044556413935
USA,38.0000,-97.0000,KAZ,48.0000,68.0000,2014,1,0.7942549441632316,0.2057450558367684
GEO,42.0000,43.5000,USA,38.0000,-97.0000,2020,1,3.782038725583651,2.782038725583651
JPN,36.0000,138.0000,DEU,51.0000,9.0000,2020,1,2.6410160311636144,1.6410160311636144
JPN,36.0000,138.0000,SAU,25.0000,45.0000,2020,1,2.089010220352262,1.0890102203522618
CHN,35.0000,105.0000,POL,52.0000,20.0000,2007,1,1.823726107622357,0.823726107622357
RUS,60.0000,100.0000,MLI,17.0000,-4.0000,2020,11,13.652691875874275,2.6526918758742752
VNM,16.0000,106.0000,AFG,33.0000,65.0000,2020,1,2.8761866569484407,1.8761866569484407
VNM,16.0000,106.0000,CHN,35.0000,105.0000,2020,3,5.149237891820256,2.149237891820256
VNM,16.0000,106.0000,JPN,36.0000,138.0000,2020,4,2.718406948346209,1.281593051653791
VNM,16.0000,106.0000,KHM,13.0000,105.0000,2020,2,2.3996423356801255,0.3996423356801255
VNM,16.0000,106.0000,AUS,-27.0000,133.0000,2020,1,3.319657017314857,2.319657017314857
VNM,16.0000,106.0000,BEL,50.8333,4.0000,2020,1,1.5634650477239616,0.5634650477239616
VNM,16.0000,106.0000,CAN,60.0000,-95.0000,2020,1,1.126834365689616,0.12683436568961604
VNM,16.0000,106.0000,FIN,64.0000,26.0000,2020,1,0.8787542111398094,0.12124578886019055
VNM,16.0000,106.0000,FRA,46.0000,2.0000,2020,1,3.532835318100068,2.532835318100068
VNM,16.0000,106.0000,GBR,54.0000,-2.0000,2020,1,4.062427141755606,3.062427141755606
VNM,16.0000,106.0000,IDN,-5.0000,120.0000,2020,1,0.9936926057125177,0.006307394287482282
VNM,16.0000,106.0000,IND,20.0000,77.0000,2020,1,2.8930022133961497,1.8930022133961497
VNM,16.0000,106.0000,IRL,53.0000,-8.0000,2020,1,1.7765052015056204,0.7765052015056204
VNM,16.0000,106.0000,JPN,36.0000,138.0000,2020,4,2.718406948346209,1.281593051653791
VNM,16.0000,106.0000,MYS,2.5000,112.5000,2020,1,1.334724489010573,0.33472448901057295
VNM,16.0000,106.0000,NOR,62.0000,10.0000,2020,1,0.7146997578070629,0.28530024219293715
VNM,16.0000,106.0000,NZL,-41.0000,174.0000,2020,1,1.165877867109443,0.16587786710944297
VNM,16.0000,106.0000,PHL,13.0000,122.0000,2020,2,2.55976785634525,0.5597678563452502
VNM,16.0000,106.0000,POL,52.0000,20.0000,2020,1,1.959439080529381,0.9594390805293811
VNM,16.0000,106.0000,SGP,1.3667,103.8000,2020,1,1.586687628852257,0.5866876288522569
VNM,16.0000,106.0000,SWE,62.0000,15.0000,2020,1,1.0323434957648105,0.03234349576481055
VNM,16.0000,106.0000,THA,15.0000,100.0000,2020,2,3.5650920722738526,1.5650920722738526
VNM,16.0000,106.0000,TUR,39.0000,35.0000,2020,1,2.1138052777228205,1.1138052777228205
VNM,16.0000,106.0000,USA,38.0000,-97.0000,2020,1,3.5563759262367025,2.5563759262367025
VNM,16.0000,106.0000,ZAF,-29.0000,24.0000,2020,1,3.3513553168494417,2.3513553168494417
RUS,60.0000,100.0000,ARE,24.0000,54.0000,2019,3,1.8660546998666687,1.1339453001333313
CHN,35.0000,105.0000,PHL,13.0000,122.0000,2017,6,5.815330013796832,0.18466998620316843
CHN,35.0000,105.0000,AUS,-27.0000,133.0000,2009,1,3.809134780007814,2.809134780007814
PAK,30.0000,70.0000,USA,38.0000,-97.0000,2018,2,1.6262370258078391,0.37376297419216087
USA,38.0000,-97.0000,AUS,-27.0000,133.0000,2020,2,3.109264617788291,1.1092646177882912
USA,38.0000,-97.0000,EST,59.0000,26.0000,2020,2,2.9514705000894295,0.9514705000894295
USA,38.0000,-97.0000,FRA,46.0000,2.0000,2020,2,3.6564407528753606,1.6564407528753606
USA,38.0000,-97.0000,IND,20.0000,77.0000,2020,2,3.936218123216077,1.9362181232160771
USA,38.0000,-97.0000,ISR,31.5000,34.7500,2020,2,4.252768518522478,2.252768518522478
USA,38.0000,-97.0000,ITA,42.8333,12.8333,2020,2,3.7104873509538017,1.7104873509538017
USA,38.0000,-97.0000,JPN,36.0000,138.0000,2020,5,3.944180036725734,1.0558199632742662
CHN,35.0000,105.0000,FIN,64.0000,26.0000,2020,7,2.5414531492380545,4.4585468507619455
CHN,35.0000,105.0000,NOR,62.0000,10.0000,2020,6,4.929710393455836,1.070289606544164
CHN,35.0000,105.0000,POL,52.0000,20.0000,2020,8,4.01813135356325,3.98186864643675
CHN,35.0000,105.0000,RUS,60.0000,100.0000,2020,2,1.3843489466186574,0.6156510533813426
RUS,60.0000,100.0000,ARM,40.0000,45.0000,2018,1,0.8726083090102126,0.12739169098978742
RUS,60.0000,100.0000,CHE,47.0000,8.0000,2015,1,1.2256381378718837,0.2256381378718837
ARE,24.0000,54.0000,CHN,35.0000,105.0000,2016,1,0.8548860546008363,0.14511394539916367
MEA,35.8333,14.5833,IND,20.0000,77.0000,2020,1,0.7823375257278151,0.21766247427218488
MEA,35.8333,14.5833,PAK,30.0000,70.0000,2020,1,4.960810891686013,3.9608108916860134
RUS,60.0000,100.0000,EST,59.0000,26.0000,2020,16,9.591903250776085,6.408096749223915
RUS,60.0000,100.0000,JPN,36.0000,138.0000,2020,25,25.01082280006755,0.010822800067550986
RUS,60.0000,100.0000,CHN,35.0000,105.0000,2020,6,6.77867409798369,0.7786740979836901
CHN,35.0000,105.0000,DEU,51.0000,9.0000,2009,1,4.397404016270171,3.397404016270171
RUS,60.0000,100.0000,AUS,-27.0000,133.0000,2020,19,20.76888336407981,1.7688833640798087
RUS,60.0000,100.0000,BEL,50.8333,4.0000,2020,4,3.97658646633581,0.023413533664189856
RUS,60.0000,100.0000,CAN,60.0000,-95.0000,2020,5,8.542875514259308,3.5428755142593076
RUS,60.0000,100.0000,FIN,64.0000,26.0000,2020,4,4.216308961770778,0.2163089617707783
RUS,60.0000,100.0000,FRA,46.0000,2.0000,2020,17,16.186167971702112,0.8138320282978881
RUS,60.0000,100.0000,GBR,54.0000,-2.0000,2020,20,15.4047889764384,4.5952110235616
CHN,35.0000,105.0000,IRQ,33.0000,44.0000,2014,3,1.5148434189101696,1.4851565810898304
RUS,60.0000,100.0000,IDN,-5.0000,120.0000,2020,3,4.364077516088922,1.3640775160889218
RUS,60.0000,100.0000,IND,20.0000,77.0000,2020,18,11.534351212277528,6.465648787722472
RUS,60.0000,100.0000,IRL,53.0000,-8.0000,2020,3,4.925121960293966,1.925121960293966
RUS,60.0000,100.0000,JPN,36.0000,138.0000,2020,25,25.01082280006755,0.010822800067550986
RUS,60.0000,100.0000,MYS,2.5000,112.5000,2020,3,6.11343151557556,3.1134315155755603
RUS,60.0000,100.0000,NOR,62.0000,10.0000,2020,3,5.918295874255583,2.918295874255583
RUS,60.0000,100.0000,NZL,-41.0000,174.0000,2020,4,6.904337098631615,2.904337098631615
RUS,60.0000,100.0000,OMN,21.0000,57.0000,2020,3,2.5535479475005984,0.44645205249940156
RUS,60.0000,100.0000,PHL,13.0000,122.0000,2020,4,4.279077355380554,0.27907735538055434
RUS,60.0000,100.0000,POL,52.0000,20.0000,2020,4,5.7152156652324155,1.7152156652324155
RUS,60.0000,100.0000,SGP,1.3667,103.8000,2020,6,10.461579374932398,4.461579374932398
RUS,60.0000,100.0000,SWE,62.0000,15.0000,2020,3,6.5053186966455465,3.5053186966455465
RUS,60.0000,100.0000,THA,15.0000,100.0000,2020,3,4.313471235554392,1.3134712355543918
RUS,60.0000,100.0000,TUR,39.0000,35.0000,2020,4,4.767017322136808,0.767017322136808
RUS,60.0000,100.0000,ZAF,-29.0000,24.0000,2020,4,5.772299737486642,1.7722997374866418
VNM,16.0000,106.0000,BRA,-10.0000,-55.0000,2015,1,0.7286172562155464,0.2713827437844536
CHN,35.0000,105.0000,AFG,33.0000,65.0000,2019,2,4.629470841869186,2.6294708418691863
CHN,35.0000,105.0000,BGD,24.0000,90.0000,2019,2,2.1176001323477536,0.11760013234775357
CHN,35.0000,105.0000,CYP,35.0000,33.0000,2019,2,2.0312110364437244,0.03121103644372436
IRN,32.0000,53.0000,GRC,39.0000,22.0000,2020,2,1.3605363277046463,0.6394636722953537
IRN,32.0000,53.0000,OMN,21.0000,57.0000,2020,2,1.7620202376166096,0.23797976238339036
PRK,37.0000,127.5000,JPN,36.0000,138.0000,2020,5,7.0426492844266155,2.0426492844266155
USA,38.0000,-97.0000,JPN,36.0000,138.0000,2013,1,1.4560578349583837,0.4560578349583837
RUS,60.0000,100.0000,MEX,23.0000,-102.0000,2020,4,5.803436383678532,1.803436383678532
AZE,40.5000,47.5000,ARM,40.0000,45.0000,2017,1,3.5775224131387633,2.5775224131387633
USA,38.0000,-97.0000,SWE,62.0000,15.0000,2014,1,0.8677885986960261,0.1322114013039739
CHN,35.0000,105.0000,EST,59.0000,26.0000,2009,1,1.3825241804255892,0.3825241804255892
RUS,60.0000,100.0000,GEO,42.0000,43.5000,2020,4,7.813107842025858,3.8131078420258584
RUS,60.0000,100.0000,MEX,23.0000,-102.0000,2020,4,5.803436383678532,1.803436383678532
SYR,35.0000,38.0000,AUS,-27.0000,133.0000,2015,4,0.9863476943513279,3.013652305648672
MEA,35.8333,14.5833,PAK,30.0000,70.0000,2017,1,5.976477455420927,4.976477455420927
RUS,60.0000,100.0000,AUS,-27.0000,133.0000,2020,19,20.76888336407981,1.7688833640798087
PAK,30.0000,70.0000,DEU,51.0000,9.0000,2017,1,3.749300304756731,2.749300304756731
RUS,60.0000,100.0000,DEU,51.0000,9.0000,2020,16,15.864354036490596,0.13564596350940406
RUS,60.0000,100.0000,ESP,40.0000,-4.0000,2020,15,15.008171155717005,0.008171155717004552
RUS,60.0000,100.0000,EST,59.0000,26.0000,2020,16,9.591903250776085,6.408096749223915
RUS,60.0000,100.0000,FRA,46.0000,2.0000,2020,17,16.186167971702112,0.8138320282978881
RUS,60.0000,100.0000,GBR,54.0000,-2.0000,2020,20,15.4047889764384,4.5952110235616
RUS,60.0000,100.0000,GEO,42.0000,43.5000,2020,4,7.813107842025858,3.8131078420258584
RUS,60.0000,100.0000,IND,20.0000,77.0000,2020,18,11.534351212277528,6.465648787722472
RUS,60.0000,100.0000,ITA,42.8333,12.8333,2020,15,13.71748356816052,1.2825164318394808
RUS,60.0000,100.0000,JPN,36.0000,138.0000,2020,25,25.01082280006755,0.010822800067550986
RUS,60.0000,100.0000,TUR,39.0000,35.0000,2020,4,4.767017322136808,0.767017322136808
BLR,53.0000,28.0000,GBR,54.0000,-2.0000,2017,1,1.997173369848781,0.997173369848781
RUS,60.0000,100.0000,IND,20.0000,77.0000,2020,18,11.534351212277528,6.465648787722472
RUS,60.0000,100.0000,TUR,39.0000,35.0000,2015,1,1.995999286724099,0.995999286724099
PAK,30.0000,70.0000,AFG,33.0000,65.0000,2019,1,2.1835927366238304,1.1835927366238304
CHN,35.0000,105.0000,FRA,46.0000,2.0000,2009,1,4.103269398138993,3.103269398138993
RUS,60.0000,100.0000,DEU,51.0000,9.0000,2020,16,15.864354036490596,0.13564596350940406
BRA,-10.0000,-55.0000,USA,38.0000,-97.0000,2016,1,0.8726817582553386,0.12731824174466144
VNM,16.0000,106.0000,CAN,60.0000,-95.0000,2015,1,0.8085686472162941,0.19143135278370593
SAU,25.0000,45.0000,AUS,-27.0000,133.0000,2020,2,2.69267447266294,0.6926744726629401
SAU,25.0000,45.0000,DEU,51.0000,9.0000,2020,2,2.106822849652749,0.1068228496527488
SAU,25.0000,45.0000,ESP,40.0000,-4.0000,2020,2,1.471303037049747,0.5286969629502529
SAU,25.0000,45.0000,FRA,46.0000,2.0000,2020,2,1.6455822653063477,0.35441773469365234
SAU,25.0000,45.0000,GBR,54.0000,-2.0000,2020,2,1.9667429167233283,0.03325708327667165
SAU,25.0000,45.0000,IND,20.0000,77.0000,2020,2,2.014504049917643,0.01450404991764298
SAU,25.0000,45.0000,ISR,31.5000,34.7500,2020,2,2.5100975485425527,0.5100975485425527
SAU,25.0000,45.0000,ITA,42.8333,12.8333,2020,2,1.7874936056367554,0.2125063943632446
SAU,25.0000,45.0000,JPN,36.0000,138.0000,2020,2,1.8656483858782158,0.1343516141217842
PRK,37.0000,127.5000,CAN,60.0000,-95.0000,2013,1,1.3825241804255892,0.3825241804255892
SAU,25.0000,45.0000,USA,38.0000,-97.0000,2020,3,4.2903936832856395,1.2903936832856395
BLR,53.0000,28.0000,ITA,42.8333,12.8333,2017,1,1.1476194553553496,0.1476194553553496
RUS,60.0000,100.0000,MLI,17.0000,-4.0000,2020,11,13.652691875874275,2.6526918758742752
IRN,32.0000,53.0000,CAN,60.0000,-95.0000,2017,1,3.0700494522485964,2.0700494522485964
CHN,35.0000,105.0000,DEU,51.0000,9.0000,2020,8,9.511552337559332,1.5115523375593316
CHN,35.0000,105.0000,NER,16.0000,8.0000,2020,2,5.487678298218951,3.4876782982189507
CHN,35.0000,105.0000,NGA,10.0000,8.0000,2020,2,4.244647375113628,2.2446473751136278
CHN,35.0000,105.0000,USA,38.0000,-97.0000,2020,13,14.10872275094993,1.10872275094993
PAK,30.0000,70.0000,IND,20.0000,77.0000,2020,5,9.898387166540017,4.898387166540017
PAK,30.0000,70.0000,KAZ,48.0000,68.0000,2020,1,0.9593213236548586,0.04067867634514144
PAK,30.0000,70.0000,MLI,17.0000,-4.0000,2020,2,2.3254137166186144,0.3254137166186144
PAK,30.0000,70.0000,SAU,25.0000,45.0000,2020,2,2.0202860781507272,0.02028607815072725
TUR,39.0000,35.0000,AUS,-27.0000,133.0000,2018,1,1.2269163133228007,0.2269163133228007
CHN,35.0000,105.0000,IDN,-5.0000,120.0000,2020,4,2.4004663800052466,1.5995336199947534
CHN,35.0000,105.0000,THA,15.0000,100.0000,2012,1,3.30802073320707,2.30802073320707
RUS,60.0000,100.0000,AUS,-27.0000,133.0000,2020,19,20.76888336407981,1.7688833640798087
RUS,60.0000,100.0000,DEU,51.0000,9.0000,2020,16,15.864354036490596,0.13564596350940406
RUS,60.0000,100.0000,ESP,40.0000,-4.0000,2020,15,15.008171155717005,0.008171155717004552
RUS,60.0000,100.0000,EST,59.0000,26.0000,2020,16,9.591903250776085,6.408096749223915
RUS,60.0000,100.0000,FRA,46.0000,2.0000,2020,17,16.186167971702112,0.8138320282978881
RUS,60.0000,100.0000,GBR,54.0000,-2.0000,2020,20,15.4047889764384,4.5952110235616
RUS,60.0000,100.0000,IND,20.0000,77.0000,2020,18,11.534351212277528,6.465648787722472
RUS,60.0000,100.0000,ISR,31.5000,34.7500,2020,13,10.407028515464312,2.5929714845356884
RUS,60.0000,100.0000,ITA,42.8333,12.8333,2020,15,13.71748356816052,1.2825164318394808
RUS,60.0000,100.0000,JPN,36.0000,138.0000,2020,25,25.01082280006755,0.010822800067550986
TUR,39.0000,35.0000,CAN,60.0000,-95.0000,2018,1,1.5325239727336486,0.5325239727336486
TUR,39.0000,35.0000,CHN,35.0000,105.0000,2018,1,0.5292879866554987,0.4707120133445013
RUS,60.0000,100.0000,IRL,53.0000,-8.0000,2014,1,3.6129914054963272,2.6129914054963272
USA,38.0000,-97.0000,YEM,15.0000,48.0000,2013,1,0.8677885986960261,0.1322114013039739
IRN,32.0000,53.0000,AUS,-27.0000,133.0000,2020,3,6.028378872707165,3.028378872707165
IRN,32.0000,53.0000,DEU,51.0000,9.0000,2020,3,3.249357402676218,0.24935740267621798
IRN,32.0000,53.0000,ESP,40.0000,-4.0000,2020,2,3.04050815682302,1.04050815682302
IRN,32.0000,53.0000,EST,59.0000,26.0000,2020,1,2.341330022409249,1.3413300224092488
IRN,32.0000,53.0000,FRA,46.0000,2.0000,2020,2,3.3524460983827407,1.3524460983827407
IRN,32.0000,53.0000,GBR,54.0000,-2.0000,2020,5,4.393898943238192,0.6061010567618084
IRN,32.0000,53.0000,IND,20.0000,77.0000,2020,1,2.016567873734469,1.016567873734469
IRN,32.0000,53.0000,ISR,31.5000,34.7500,2020,5,7.029852601024136,2.0298526010241362
IRN,32.0000,53.0000,ITA,42.8333,12.8333,2020,2,3.0320448954169645,1.0320448954169645
IRN,32.0000,53.0000,JPN,36.0000,138.0000,2020,4,8.590683099004785,4.590683099004785
RUS,60.0000,100.0000,AZE,40.5000,47.5000,2020,2,1.746358739976709,0.2536412600232909
RUS,60.0000,100.0000,BEL,50.8333,4.0000,2020,4,3.97658646633581,0.023413533664189856
RUS,60.0000,100.0000,DEU,51.0000,9.0000,2020,16,15.864354036490596,0.13564596350940406
RUS,60.0000,100.0000,FRA,46.0000,2.0000,2020,17,16.186167971702112,0.8138320282978881
RUS,60.0000,100.0000,NGA,10.0000,8.0000,2020,2,0.8009173239250398,1.1990826760749602
TUR,39.0000,35.0000,DEU,51.0000,9.0000,2018,1,2.3146093711781965,1.3146093711781965
RUS,60.0000,100.0000,SOM,10.0000,49.0000,2020,1,1.1573785118401485,0.1573785118401485
RUS,60.0000,100.0000,SAU,25.0000,45.0000,2019,2,2.23126342189871,0.23126342189870996
